#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Feb 02 10:08:30 EST 2020,75,75,Assignment1Suite,ClearTest0+ EverythingTest0+ GetTest0+ GetTest1+ InsertTest0+ InsertTest2+ InsertTest3+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0+ SizeTest1+ SizeTest2+ SizeTest3+ , ,ClearTest1- EverythingTest1- InsertTest1- InsortTest0- InsortTest1- , ,
1,Sun Feb 02 10:09:00 EST 2020,75,0,SizeTestSuite,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 EverythingTest1 InsertTest1 InsortTest0 InsortTest1 , ,
2,Sun Feb 02 10:09:02 EST 2020,75,0,SizeTestSuite,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 EverythingTest1 InsertTest1 InsortTest0 InsortTest1 , ,
3,Sun Feb 02 10:59:05 EST 2020,95,20,Assignment1Suite,ClearTest0 EverythingTest0 EverythingTest1+ GetTest0 GetTest1 InsertTest0 InsertTest1+ InsertTest2 InsertTest3 InsortTest0+ InsortTest1+ RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest1 , ,
4,Sun Feb 02 11:35:47 EST 2020,100,5,Assignment1Suite,ClearTest0 ClearTest1+ EverythingTest0 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
5,Sun Feb 02 11:36:41 EST 2020,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
6,Mon Feb 03 13:22:48 EST 2020,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
